Time,Passenger_Vehicle_xctr,Passenger_Vehicle_yctr,Passenger_Vehicle_zctr,Passenger_Vehicle_xlen,Passenger_Vehicle_ylen,Passenger_Vehicle_zlen,Passenger_Vehicle_xrot,Passenger_Vehicle_yrot,Passenger_Vehicle_zrot,Passenger_Vehicle_xctr,Passenger_Vehicle_yctr,Passenger_Vehicle_zctr,Passenger_Vehicle_xlen,Passenger_Vehicle_ylen,Passenger_Vehicle_zlen,Passenger_Vehicle_xrot,Passenger_Vehicle_yrot,Passenger_Vehicle_zrot,VRU_Child_xctr,VRU_Child_yctr,VRU_Child_zctr,VRU_Child_xlen,VRU_Child_ylen,VRU_Child_zlen,VRU_Child_xrot,VRU_Child_yrot,VRU_Child_zrot,VRU_Adult_Using_Manual_Scooter_xctr,VRU_Adult_Using_Manual_Scooter_yctr,VRU_Adult_Using_Manual_Scooter_zctr,VRU_Adult_Using_Manual_Scooter_xlen,VRU_Adult_Using_Manual_Scooter_ylen,VRU_Adult_Using_Manual_Scooter_zlen,VRU_Adult_Using_Manual_Scooter_xrot,VRU_Adult_Using_Manual_Scooter_yrot,VRU_Adult_Using_Manual_Scooter_zrot
1700412324.033076,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412324.133265,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412324.233465,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412324.333657,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412324.433851,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412324.534048,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412324.634247,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412324.734441,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412324.834637,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412324.934834,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412325.03503,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412325.135267,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412325.235425,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412325.336077,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412325.436076,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412325.536016,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412325.636318,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412325.736412,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412325.837026,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412325.937021,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412326.037009,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412326.137191,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412326.237388,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412326.337585,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412326.437793,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412326.537988,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412326.638188,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412326.738378,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412326.838572,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412326.938769,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.508526583,-5.387352077,-3.986071348,1.06126788,1.021140232,1.297472477,0,0,263.4180478
1700412327.03896,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.098754837,-5.434633488,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412327.139823,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.098754837,-5.434633488,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412327.240023,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.098754837,-5.434633488,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412327.339556,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-7.098754837,-5.434633488,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412327.439756,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-6.808170079,-5.456761702,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412327.540006,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-6.517585321,-5.478889916,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412327.640671,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-6.227000563,-5.50101813,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412327.741006,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-5.936415805,-5.523146344,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412327.840535,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-5.645831047,-5.545274559,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412327.940732,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-5.355246289,-5.567402773,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412328.040941,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-5.03386543,-5.570411584,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412328.141123,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-4.712484571,-5.573420395,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412328.241321,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-4.391103712,-5.576429206,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412328.341516,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-4.069722852,-5.579438018,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412328.441716,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-3.748341993,-5.582446829,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412328.541912,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-3.426961134,-5.58545564,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412328.642109,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-3.105580275,-5.588464451,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412328.742323,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-2.784199416,-5.591473262,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412328.842503,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-2.446526927,-5.607913323,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412328.9427,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-2.108854438,-5.624353384,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412329.042895,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-1.771181949,-5.640793444,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412329.14309,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-1.43350946,-5.657233505,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412329.243284,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-1.095836971,-5.673673565,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412329.343485,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-0.758164482,-5.690113626,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412329.44368,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-0.425675053,-5.753419498,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412329.543874,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,-0.093185625,-5.81672537,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412329.644073,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,0.239303804,-5.880031242,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412329.744272,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,0.571793233,-5.943337114,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412329.844465,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,0.904282661,-6.006642986,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412329.94466,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,1.172821669,-6.037628292,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412330.044858,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,1.441360677,-6.068613598,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412330.145053,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,1.709899685,-6.099598905,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412330.245249,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,1.978438693,-6.130584211,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412330.345446,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,2.246977701,-6.161569517,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412330.445642,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,2.51551671,-6.192554823,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
1700412330.545845,,,,,,,,,,,,,,,,,,,10.18438059,-2.217070417,-4.233865911,0.708241659,0.766924837,0.918802868,0,0,159.4439772,2.784055718,-6.223540129,-3.986071348,1.06126788,1.013904864,1.297472477,0,0,263.4180478
